"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",38976.00,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-299-1-249-78,2018-299-1-249-78,2018-299-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"ALERTAS CLIMÁTICAS",,"Protección civil, emergencias y desastres naturales","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informado al Sistema Nacional de Protección Civil, de las condiciones meteorológicas que puedan afectar a la población y a sus actividades económicas.",148016.00,04-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-299-1-249-78,2018-299-1-249-78,2018-299-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,FICUU,,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",148016.00,01-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-299-1-249-78,2018-299-1-249-78,2018-299-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"VEHÍCULOS ESPECIALES DSPM/ DISTRIBUIDOR HOMERO",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Vehículos especiales: para el procesamiento de la escena del crimen, son un instrumento para brindar seguridad y certeza en el actuar del primer respondiente, para preservar y procesar el lugar de la intervención hasta el arribo de la autoridad investigadora.           Black Mamba, es utilizado para tareas estratégicas por su utilidad en el traslado de detenidos de alta peligrosidad, así como de armamento. Además es una unidad de reacción rápida que puede usarse como punta de convoy, centro de mando en incidentes de rescate de rehenes (debido a que cuenta con acero balístico de alta calidad) y podrá utilizarse en situaciones de desastre por su fácil acceso a terrenos complicados. Distribuidor Homero: El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de 4 gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona.",25000.00,"CCS004-DPR/2018 ","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-19,2018-02-25,,,,,,2018-194-1-106-61,2018-194-1-106-61,2018-194-1-106-61,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"MENCIONES DE DESCENSO DE TEMPERATURAS",,"Ecología y medio ambiente","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informado al Sistema Nacional de Protección Civil, de las condiciones meteorológicas que puedan afectar a la población y a sus actividades económicas.",38976.00,8-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-299-1-249-78,2018-299-1-249-78,2018-299-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Abril-18,30-Junio-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"DESCUENTO PREDIAL ENERO 2018",,"Trámites y servicios","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Descuento ofrecido del 12% para beneficiar al contribuyente con descuentos y aumentar la recaudación.",45200.00,"CS/01.2018/C28/DA ","UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-03-10,2018-03-31,,,,,,2018-256-1-89-58,2018-256-1-89-58,2018-256-1-89-58,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas," DE PREDIAL FEBRERO/   BECAS DE TRANSPORTE/  EXPOVOACION/  DISTRIBUIDOR  HOMERO/ INVITACION A DES DEL PREDIAL DE FEBRERO/  INVI A APROVECHAR LAS BECAS  DE TRANSPORTE",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Predial: Descuento del 8% ofrecido para beneficiar al contribuyente. Becas de Transporte: Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar. Distruibidor Homero: El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de 4 gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona.",213150.00," DE PREDIAL FEBRERO   BECAS DE TRANSPORTE  EXPOVOACION  DISTRIBUIDOR  HOMERO INVITACION A DES DEL PR","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-03-01,2018-03-30,,,,,,2018-197-1-107-29,2018-197-1-107-29,2018-197-1-107-29,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Predial de Febrero/ Becas de Transporte",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Predial: Descuento del 8% ofrecido para beneficiar al contribuyente. Becas Transporte: Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar.",121800.00,CS/06.2018/NLC/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-01,2018-03-30,,,,,,2018-196-1-107-29,2018-196-1-107-29,2018-196-1-107-29,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas," DISTRIBUIDOR HOMERO ",,"Obras públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de 4 gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona.",147900.00,CCS016-CCMM/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-03-01,2018-03-30,,,,,,2018-196-1-107-29,2018-196-1-107-29,2018-196-1-107-29,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Abril-18,30-Junio-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Becas Transporte",,"Desarrollo social y humano","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar.",45250.00,"CS/04/2018/CC/DA ","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-01,2018-02-28,,,,,,2018-257-1-89-58,2018-257-1-89-58,2018-257-1-89-58,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",33360.00,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-298-1-249-78,2018-298-1-249-78,2018-298-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"ALERTAS CLIMÁTICAS",,"Protección civil, emergencias y desastres naturales","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informado al Sistema Nacional de Protección Civil, de las condiciones meteorológicas que puedan afectar a la población y a sus actividades económicas.",33408.00,04-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-298-1-249-78,2018-298-1-249-78,2018-298-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PREDIAL/ BECAS DE TRANSPORTE/  CHIHUAHUA APRENDE/  GAZA  JUVENTUD/ BECAS  DE DISCAPACIDAD ",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Becas Transporte: Apoyar económicamente a los alumnos pertenecientes a familias de escasos recursos que tienen problemas para trasladarse a su institución educativa lo que  genera desaprovechamiento y deserción escolar. Predial: Incrementar la recaudación de impuestos para mayor solvencia económica. Becas de discapacidad: Programa a través del cual se becan a personas con alguna discapacidad, con la finalidad de impulsar su desarrollo humano y mejorar su calidad de vida. Chihuahua Emprende: Brindar capacitación gratuita durante 5 días a emprendedores y micro, pequeños y medianos empresarios a fin de dotarlos con herramientas y conocimientos que puedan implementar en sus empresas, además de generar el espacio para que emprendedores y MiPyMes conozcan a consultores que les ayuden a fortalecer sus negocios. Gaza Juventud: Como principal objetivo es liberar la circulación vehicular en el cruce del Periférico de la Juventud y avenida de la Cantera, de quienes transitan en sentido norte sur por el Periférico de la Juventud para tomar la avenida de la Cantera, que consiste en un superior con dos carriles.",267150.00,CCS001-DHB/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-198-1-107-29,2018-198-1-107-29,2018-198-1-107-29,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Abril-18,30-Junio-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Aldama 1",,"Vialidad y transporte","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Permitir una rápida integración del aforo vehicular constituido por vehículos particulares y trasporte comercial pesado de esta carretera hacia la vialidad Sacramento, uniendo a los municipios de Chihuahua y Aldama de un amanera más armoniosa, es sus dos fases, además de beneficiar a los habitantes de los fraccionamientos que se encuentran en esa zona.",59450.00,CS/14.2018/AR/DA,"Unidad Administrativa  de Comunicación Social ",Municipal,"Municipio de Chihuahua",2018-03-10,2018-03-23,,,,,,2018-258-1-89-58,2018-258-1-89-58,2018-258-1-89-58,Chihuahua,2020-07-23,2020-07-23,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"PREDIAL DESC DE NOVIEMBRE/DICIEMBRE 2018",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Incrementar la recaudación de impuestos para mayor solvencia económica.",129514.00,CCS016-PR-2018/DA,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-298-1-249-78,2018-298-1-249-78,2018-298-1-249-78,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"MENCIONES DE DESCENSO DE TEMPERATURAS",,"Ecología y medio ambiente","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informado al Sistema Nacional de Protección Civil, de las condiciones meteorológicas que puedan afectar a la población y a sus actividades económicas.",129514.00,8-CCS-M-18,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-298-1-249-78,2018-298-1-249-78,2018-298-1-249-78,Chihuahua,2020-07-27,2020-07-27,
