#,Ejercicio,"Fecha de inicio del periodo que se informa","Fecha de término del periodo que se informa",Mensaje,"Hipervínculo Que Dirija a La Información Relativa a La Utilización de Los Tiempos Oficiales","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) y Actualizan la Información","Fecha de Validación","Fecha de actualización",Nota
805,2019,2019-10-01,2019-12-31,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-01-07,2019-12-31,
806,2019,2019-07-01,2019-09-30,,,"Coordinación de Comunicación Social",2019-10-09,2019-09-30,
807,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
808,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
809,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
810,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
811,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
812,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
813,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
814,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
815,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
816,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
817,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2019-01-07,2019-12-31,
818,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
819,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
820,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2019-01-07,2019-12-31,
821,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
822,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
823,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
824,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2019-01-07,2019-12-31,
825,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
826,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2019-01-07,2019-12-31,
827,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
828,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2019-01-07,2019-12-31,
829,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
830,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
831,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
832,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
833,2019,2019-10-01,2019-12-31,,,"Coordinación de Comunicación Social",2020-01-07,2019-12-31,
834,2019,2019-07-01,2019-12-31,,,,,,
835,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
836,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
837,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
838,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
839,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
840,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
841,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
842,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
843,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
844,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
845,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
846,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
847,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
848,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
849,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
850,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
851,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
852,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
853,2020,2020-04-01,2020-06-30,"Dar a conocer los requisitos para obtener los beneficios con la intención de que cada uno de los 7 mil 113 beneficiarios entre Programa Alimentario entre Trabajando Juntos Utilioza Cubre Bocas (PAAM) reciban las despensas alusivas al primer bimestre entre apoyo alimenticio",,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
854,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
855,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
856,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
857,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
858,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
859,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
860,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
861,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
862,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
863,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
864,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
865,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
866,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
867,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
868,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
869,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
870,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
871,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
872,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
873,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
874,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
875,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
876,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
877,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
878,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
879,2020,2020-04-01,2020-06-30,,,"Unidad Administrativa de Comunicación Social",2020-07-30,2020-06-30,
880,2020,2020-04-01,2020-06-30,,,,,,
881,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
882,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
883,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
884,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
885,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
886,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
887,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
888,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
889,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
890,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
891,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
892,2020,2020-04-01,2020-06-30,,,"Unidad administrativa de comunicación social",2020-09-01,2020-09-01,
893,2020,2020-04-01,2020-06-30,,,,,,
894,2020,2020-04-01,2020-06-30,,,,,,
895,2020,2020-04-01,2020-06-30,,,,,,
896,2020,2020-04-01,2020-06-30,,,,,,
897,2020,2020-04-01,2020-06-30,,,,,,
898,2020,2020-04-01,2020-06-30,,,,,,
899,2020,2020-04-01,2020-06-30,,,,,,
900,2020,2020-04-01,2020-06-30,,,,,,
901,2020,2020-04-01,2020-06-30,,,,,,
902,2020,2020-04-01,2020-06-30,,,,,,
903,2020,2020-04-01,2020-06-30,,,,,,
904,2020,2020-04-01,2020-06-30,,,,,,
905,2020,2020-04-01,2020-06-30,,,,,,
906,2020,2020-04-01,2020-06-30,,,,,,
907,2020,2020-04-01,2020-06-30,,,,,,
908,2020,2020-04-01,2020-06-30,,,,,,
909,2020,2020-04-01,2020-06-30,,,,,,
910,2020,2020-04-01,2020-06-30,,,,,,
911,2020,2020-04-01,2020-06-30,,,,,,
912,2020,2020-04-01,2020-06-30,,,,,,
913,2020,2020-04-01,2020-06-30,,,,,,
914,2020,2020-04-01,2020-06-30,,,,,,
915,2020,2020-04-01,2020-06-30,,,,,,
916,2020,2020-04-01,2020-06-30,,,,,,
917,2020,2020-04-01,2020-06-30,,,,,,
918,2020,2020-04-01,2020-06-30,,,,,,
919,2020,2020-04-01,2020-06-30,,,,,,
920,2020,2020-04-01,2020-06-30,,,,,,
921,2020,2020-04-01,2020-06-30,,,,,,
922,2020,2020-04-01,2020-06-30,,,,,,
923,2020,2020-04-01,2020-06-30,,,,,,
924,2020,2020-04-01,2020-06-30,,,,,,
925,2020,2020-04-01,2020-06-30,,,,,,
926,2020,2020-04-01,2020-06-30,,,,,,
927,2020,2020-04-01,2020-06-30,,,,,,
928,2020,2020-04-01,2020-06-30,,,,,,
929,2020,2020-04-01,2020-06-30,,,,,,
930,2020,2020-04-01,2020-06-30,,,,,,
931,2020,2020-04-01,2020-06-30,,,,,,
932,2020,2020-04-01,2020-06-30,,,,,,
933,2020,2020-04-01,2020-06-30,,,,,,
934,2020,2020-04-01,2020-06-30,,,,,,
935,2020,2020-04-01,2020-06-30,,,,,,
936,2020,2020-04-01,2020-06-30,,,,,,
937,2020,2020-04-01,2020-06-30,,,,,,
938,2020,2020-04-01,2020-06-30,,,,,,
939,2020,2020-04-01,2020-06-30,,,,,,
940,2020,2020-04-01,2020-06-30,,,,,,
941,2020,2020-04-01,2020-06-30,,,,,,
942,2020,2020-04-01,2020-06-30,,,,,,
943,2020,2020-04-01,2020-06-30,,,,,,
944,2020,2020-04-01,2020-06-30,,,,,,
945,2020,2020-04-01,2020-06-30,,,,,,
946,2020,2020-04-01,2020-06-30,,,,,,
947,2020,2020-04-01,2020-06-30,,,,,,
948,2020,2020-04-01,2020-06-30,,,,,,
949,2020,2020-04-01,2020-06-30,,,,,,
950,2020,2020-04-01,2020-06-30,,,,,,
951,2020,2020-04-01,2020-06-30,,,,,,
952,2020,2020-04-01,2020-06-30,,,,,,
953,2020,2020-04-01,2020-06-30,,,,,,
954,2020,2020-04-01,2020-06-30,,,,,,
955,2020,2020-04-01,2020-06-30,,,,,,
956,2020,2020-04-01,2020-06-30,,,,,,
957,2020,2020-04-01,2020-06-30,,,,,,
958,2020,2020-04-01,2020-06-30,,,,,,
959,2020,2020-04-01,2020-06-30,,,,,,
960,2020,2020-04-01,2020-06-30,,,,,,
961,2020,2020-04-01,2020-06-30,,,,,,
962,2020,2020-04-01,2020-06-30,,,,,,
963,2020,2020-04-04,2020-06-30,,,,,,
964,2020,2020-04-01,2020-06-30,,,,,,
965,2020,2020-01-04,2020-06-30,,,,,,
966,2020,2020-04-01,2020-06-30,,,,,,
967,2020,2020-04-01,2020-06-30,,,,,,
968,2020,2020-04-01,2020-06-30,,,,,,
969,2020,2020-01-04,2020-06-30,,,,,,
970,2020,2020-04-01,2020-06-30,,,,,,
971,2020,2020-04-01,2020-06-30,,,,,,
972,2020,2020-01-04,2020-06-30,,,,,,
973,2020,2020-04-01,2020-06-30,,,,,,
974,2020,2020-04-01,2020-06-30,,,,,,
975,2020,2020-04-01,2020-06-30,,,,,,
976,2020,2020-04-01,2020-06-30,,,,,,
977,2020,2020-04-01,2020-06-30,,,,,,
978,2020,2020-04-01,2020-06-30,,,,,,
979,2020,2020-04-01,2020-06-30,,,,,,
980,2020,2020-04-01,2020-06-30,,,,,,
981,2020,2020-04-01,2020-06-30,,,,,,
982,2020,2020-04-01,2020-06-30,,,,,,
983,2020,2020-04-01,2020-06-30,,,,,,
984,2020,2020-04-01,2020-06-30,,,,,,
985,2020,2020-04-01,2020-06-30,,,,,,
986,2020,2020-04-01,2020-06-30,,,,,,
987,2020,2020-04-01,2020-06-30,,,,,,
988,2020,2020-04-01,2020-06-30,,,,,,
989,2020,2020-04-01,2020-06-30,,,,,,
990,2020,2020-04-01,2020-06-30,,,,,,
991,2020,2020-04-01,2020-06-30,,,,,,
992,2020,2020-04-01,2020-06-30,,,,,,
993,2020,2020-04-01,2020-06-30,,,,,,
994,2020,2020-04-01,2020-06-30,,,,,,
995,2020,2020-04-01,2020-06-30,,,,,,
996,2020,2020-04-01,2020-06-30,,,,,,
997,2020,2020-04-01,2020-06-30,,,,,,
998,2020,2020-04-01,2020-06-30,,,,,,
999,2020,2020-04-01,2020-06-30,,,,,,
1000,2020,2020-04-01,2020-06-30,,,,,,
1001,2020,2020-04-01,2020-06-30,,,,,,
1002,2020,2020-04-01,2020-06-30,,,,,,
1003,2018,2018-01-01,2018-12-31,,,,,,
1004,2020,2020-01-01,2020-12-31,,,,,,
1005,2020,2020-01-01,2020-12-31,,,,,,
