#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
41,AD035/18,"Adjudicación directa","Unidad Corporativa de Televisión, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo en el transcurso del año 2018, con el fin de armonizar la correcta difusión hacia la ciudadania acerca del trabajo así como de los servidores públicos del ayuntamiento, o de cualquier otra actividad de la presidencia municipal, según se requiera por medio de la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,1587750.00,0.00,1587750.00,1268750.00,5f0819cd069e9_AD035-18.PDF,Activo
42,AD208/19,"Adjudicación directa",WWW.ADRIANARUIZ.COM.MX,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.adrianaruiz.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,200000.00,0.00,200000.00,200000.00,AD_208-19.PDF,Activo
43,AD211/19,"Adjudicación directa",WWW.PAUSA.MX,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.pausa.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,86400.00,0.00,86400.00,86399.99,AD_211-19.PDF,Activo
44,AD213/19,"Adjudicación directa",www.noticiaschihuahua.mx,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.noticiaschihuahua.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,360000.00,0.00,360000.00,288000.00,AD_213-19.PDF,Activo
45,AD215/19,"Adjudicación directa",alinstante.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.alinstante.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,334080.00,0.00,334080.00,,AD_215-19.PDF,Activo
46,AD037/18,"Adjudicación directa","Periodismo Referente, S. de R.L. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.referente.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,325000.00,0.00,325000.00,324980.00,5f081c521ebf4_AD037-18.PDF,Activo
47,AD216/19,"Adjudicación directa",www.todoespolitica.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.todoespolitica.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,334080.00,0.00,334080.00,,AD_216-19.PDF,Activo
48,AD225/19,"Adjudicación directa","NN NUESTRAS NOTICIAS",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""NN Nuestras Noticias"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,271530.00,0.00,271530.00,248122.23,AD_225-19.PDF,Activo
49,AD040/18,"Adjudicación directa","Analistas del Florido, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.lavisiondechihuahua.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,150000.00,0.00,150000.00,149994.00,AD040-18.PDF,Activo
50,AD228/19,"Adjudicación directa","ASERTO RADIO",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""Aserto"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,150310.00,0.00,150310.00,150278.05,AD_228-19.PDF,Activo
51,AD042/18,"Adjudicación directa","Jessica Arely Medina Valerio",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad exterior ","Servicio de publicidad en Mega Pantalla, ubicada en calle Libertad esquina con Vicente Guerrero, Colonia Centro, para la correcta comunicación del Gobierno Municipal ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,199500.00,0.00,199500.00,198000.00,AD042-18.PDF,Activo
52,AD221/19,"Adjudicación directa","Programa CONTRASTE",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""Contraste"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,168000.00,0.00,168000.00,167997.12,AD_221-19.PDF,Activo
53,AD048/18,"Adjudicación directa","Televisora de Occidente, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo en el transcurso del año 2018, con el fin de armonizar la correcta difusión hacia la ciudadania acerca del trabajo así como de los servidores públicos del ayuntamiento, o de cualquier otra actividad de la presidencia municipal, según se requiera por medio de la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,2320000.00,0.00,2320000.00,2319420.00,AD048-18.PDF,Activo
54,AD050/18,"Adjudicación directa","Comunicación Futura, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, dentro del programa Lobo Tv, cosmocable, y canal 71, de la programación IZZZI, solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,199500.00,0.00,199500.00,199199.37,AD050-18.PDF,Activo
55,AD219/19,"Adjudicación directa",www.atlasenlinea.com,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.atlasenlinea.com, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,180000.00,0.00,180000.00,180000.00,AD_219-19.PDF,Activo
56,AD227/19,"Adjudicación directa","""No le cambie""",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""No le cambie"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,598716.00,0.00,598716.00,598716.00,AD_227-19.PDF,Activo
57,AD055/18,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio a través del Programa ""palabra viva"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,199752.00,0.00,199752.00,177470.00,AD055-18.PDF,Activo
58,AD058/18,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,"Publicidad impresa"," Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,350900.00,0.00,350900.00,350683.33,AD058-18.PDF,Activo
59,AD218/19,"Adjudicación directa","TREINTA Y UNO MAS UNO SC",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales
 ","Servicio de publicidad en diversas plataformas digitales, para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",2019-07-19,2019-07-19,2019-12-31,900000.00,0.00,900000.00,,AD_218-19.PDF,Activo
60,AD036/18,"Adjudicación directa",www.alcontacto.com.mx,2018,enero-marzo,Chihuahua,Chihuahua,"Públicidad medios digitales ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.alcontacto.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",2018-01-01,2018-01-01,2018-06-30,125000.00,0.00,125000.00,124999.98,AD036-18.PDF,Activo
61,"AD 305/18","Adjudicación directa","Tolk MX, S. de R.L. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Servicios de monitoreo de medios. ","


Servicio de medición de posicionamiento en redes sociales para la correcta comunicación social del Gobierno Municipal en el transcuso del año 2018 


","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,249900.00,0.00,249900.00,249900.00,AD_305-18.PDF,Activo
62,AD306/18,"Adjudicación directa",www.lajiribilla.com.mx,2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad medios digitales. ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.lajiribilla.com.mx para la correcta comunicación en el transcurso del año 2018, con el contenido social y tiempo que le sea solicitado la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,125000.00,0.00,125000.00,123400.01,T-AD_306-18_-_AURORA_MONTERDE_FERNANDEZ.PDF,Activo
63,AD307/18,"Adjudicación directa","Consultores en Comunicación y Medios Masivos, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad en medio digitales. ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.entrelineas.com.mx para la correcta comunicación en el transcurso del año 2018, con el contenido social y tiempo que le sea solicitado la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,753499.00,0.00,753499.00,753000.00,AD_307-18.PDF,Activo
64,AD308/18,"Adjudicación directa",elresumen.net,2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad en medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elresument.net y tiempo que le sea solicitado la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,50000.00,0.00,50000.00,50000.00,T-AD_308-18_-_JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF,Activo
