"ID Respecto al contrato y los montos (Factura-Orden de compra-Contrato-Proveedor)","Fecha de Firma Del Contrato","Número O Referencia de Identificación Del Contrato","Objeto Del Contrato","Hipervínculo Al Contrato Firmado","Hipervínculo Al Convenio Modificatorio, en su Caso","Monto Total Del Contrato","Monto Pagado Al Periodo Publicado","Fecha de Inicio de Los Servicios Contratados","Fecha de Término de Los Servicios Contratados","Número de Factura","Hipervínculo a La Factura"
172-1-51-27,2019-07-19,AD204/19,"Servicio de publicidad en medio infromativo digital lajiribilla.com.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_204-19.PDF,,110000.00,110000.00,2019-07-19,2019-12-31,8,https://www.sindicatura.mx/publicidad-abierta/data/facturas/166_AURORA_MONTERDE_FERNANDEZ.PDF
173-1-53-46,2019-07-19,AD205/19,"Servicio de publicidad en la página elresumen.net",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_205-19.PDF,,28000.00,28000.00,2019-07-19,2019-12-31,211,https://www.sindicatura.mx/publicidad-abierta/data/facturas/167_JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF
174-1-54-22,2019-07-19,AD207/19,"Servicio de publicidad en la página alcontacto.com.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_207-19.PDF,,160000.00,160000.00,2019-07-19,2019-12-31,66B3,https://www.sindicatura.mx/publicidad-abierta/data/facturas/168_FATIMA_ROXANA_DOZAL_VILLAGRAN.PDF
175-1-56-61,2019-07-19,AD208/19,"Servicio de publicidad en la página AdrianaRuiz.com.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_208-19.PDF,,75000.00,75000.00,2019-07-19,2019-12-31,83CF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/169_RODRIGO_MALDONADO_AGUIRRE.PDF
176-1-57-65,2019-07-19,AD211/19,"Servicio de publicidad en la página pausa.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_211-19.PDF,,28500.00,28500.00,2019-07-19,2019-12-31,7BEC,https://www.sindicatura.mx/publicidad-abierta/data/facturas/170_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF
177-1-58-67,2019-07-19,AD213/19,"Servicio de publicidad en la página noticiaschihuahua.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_213-19.PDF,,144000.00,144000.00,2019-07-19,2019-12-31,827C,https://www.sindicatura.mx/publicidad-abierta/data/facturas/171_SAMUEL_SINALOA_RAMOS.PDF
178-1-69-66,2019-07-19,AD219/19,"Servicio de publicidad en la página atlasenlinea.com",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_219-19.PDF,,60000.00,60000.00,2019-07-19,2019-12-31,2E23,https://www.sindicatura.mx/publicidad-abierta/data/facturas/172_SAUL_RAUL_GMBOA_ORTA.PDF
179-1-66-28,2019-07-19,AD221/19,"spot en el programa  de radio  contraste  avisos  campañas",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_221-19.PDF,,117997.64,117997.64,2019-07-19,2019-12-31,78,https://www.sindicatura.mx/publicidad-abierta/data/facturas/173_ANGELICA_DELGADO_CANO.PDF
18-1-168-59,2019-03-15,AD101/19,"Servicio de publicidad en espacio ecológico.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_101-19.PDF,,84000.00,84000.00,2019-03-15,2019-06-30,-208,https://www.sindicatura.mx/publicidad-abierta/data/facturas/56-RECUPERADORA_AMBIENTAN_DEL_NORTE_S._DE_R.L._DE_C.V..PDF
180-1-44-19,2019-07-19,AD224/19,"Spot en el programa de radio la ventana del juicio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_224-19.PDF,,67200.00,67200.00,2019-07-19,2019-12-31,258,https://www.sindicatura.mx/publicidad-abierta/data/facturas/174_ESTEBAN_SALMON_PAREDES.PDF
181-1-62-25,2019-07-19,AD225/19,"Spot en el programa de radio al inestante Nuestras Noticias",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_225-19.PDF,,109526.01,109526.01,2019-07-19,2019-12-31,9595,https://www.sindicatura.mx/publicidad-abierta/data/facturas/175_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF
182-1-64-16,2019-07-19,AD228/19,"Spot en el programa de radio Aserto Radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_228-19.PDF,,61199.10,61199.10,2019-07-19,2019-12-31,318-2,https://www.sindicatura.mx/publicidad-abierta/data/facturas/177_LUIS_JAVIER_VALERO_FLORES.PDF
183-1-216-48,2019-07-19,AD240/19,"Publicidad en revistas FINGUACH, En Concreto y CICDECH",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_240-19.PDF,,24360.00,24360.00,2019-07-19,2019-12-31,2411,https://www.sindicatura.mx/publicidad-abierta/data/facturas/179_DAPHNE_ALEJANDRA_CHAVEZ_RAMOS.PDF
183-1-216-48,2019-07-19,AD240/19,"Publicidad en revistas FINGUACH, En Concreto y CICDECH",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_240-19.PDF,,53940.00,53940.00,2019-07-19,2019-12-31,2411,https://www.sindicatura.mx/publicidad-abierta/data/facturas/179_DAPHNE_ALEJANDRA_CHAVEZ_RAMOS.PDF
184-1-235-36,2019-07-19,AD252/19,"Servicio de publicidad en megapantalla",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_252-19.PDF,,144000.00,144000.00,2019-07-19,2019-12-31,3709,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f188e3974a2f_180_JESSICA_ARELY_MEDINA_VALERIO.PDF
185-1-48-34,2019-07-19,AD201/19,"Servicio de publicidad en la página noticiasaldia.com.mx",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_201-19.PDF,,25800.00,25800.00,2019-07-19,2019-12-31,28,https://www.sindicatura.mx/publicidad-abierta/data/facturas/181_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
186-1-143-50,2019-07-19,AD195/19,"Publicidad en televisión via spots en el noticiero chihuahua digital",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_195-19.PDF,,138000.00,138000.00,2019-07-19,2019-12-31,0143,https://www.sindicatura.mx/publicidad-abierta/data/facturas/182_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF
187-1-104-21,2018-01-01,AD069/18,"Inserciones editoriales ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD069-18.PDF,,30000.00,30000.00,2018-01-01,2018-06-30,230,https://www.sindicatura.mx/publicidad-abierta/data/facturas/76_EXPRESEDITORES.PDF
189-1-104-21,2018-01-01,AD069/18,"Inserciones editoriales ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD069-18.PDF,,44400.00,44400.00,2018-01-01,2018-06-30,229,https://www.sindicatura.mx/publicidad-abierta/data/facturas/77_EXPRESEDITORES.PDF
19-1-169-14,2019-03-15,AD102/19,"Servicio de publicidad en espacio ecológico.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_102-19.PDF,,100000.00,100000.00,2019-03-15,2019-06-30,175,https://www.sindicatura.mx/publicidad-abierta/data/facturas/57-AA_PRINT_S.A._DE_C.V..PDF
190-1-105-80,2018-01-01,AD070/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD070-18.PDF,,105892.00,105892.00,2018-01-01,2018-06-30,"AC 5000091",https://www.sindicatura.mx/publicidad-abierta/data/facturas/78_RADIO_AMERICA_DE_MEXICO.PDF
191-1-105-80,2018-01-01,AD070/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD070-18.PDF,,105176.81,105176.81,2018-01-01,2018-06-30,"AC 5000092",https://www.sindicatura.mx/publicidad-abierta/data/facturas/79_RADIO_AMERICA_DE_MEXICO.PDF
192-1-105-80,2018-01-01,AD070/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD070-18.PDF,,78880.00,78880.00,2018-01-01,2018-06-30,"AC 5000090",https://www.sindicatura.mx/publicidad-abierta/data/facturas/80_RADIO_AMERICA_DE_MEXICO.PDF
193-1-106-61,2018-01-01,AD071/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD071-18.PDF,,50000.00,50000.00,2020-07-11,2018-06-30,41AF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/81_RODRIGO_MALDONADO_AGUIRRE.PDF
194-1-106-61,2018-01-01,AD071/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD071-18.PDF,,25000.00,25000.00,2020-07-11,2018-06-30,04FB,https://www.sindicatura.mx/publicidad-abierta/data/facturas/82_RODRIGO_MALDONADO_AGUIRRE.PDF
195-1-106-61,2018-01-01,AD071/18,"Banner con Link página Municipio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD071-18.PDF,,25000.00,25000.00,2020-07-11,2018-06-30,E75F,https://www.sindicatura.mx/publicidad-abierta/data/facturas/83_RODRIGO_MALDONADO_AGUIRRE.PDF
196-1-107-29,2018-01-01,AD072/18,"


 SPOT EN RADIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD072-18.PDF,,269700.00,269700.00,2018-01-01,2018-06-30,1000,https://www.sindicatura.mx/publicidad-abierta/data/facturas/84_IMAGEN_RADIO_COMERCIAL.PDF
197-1-107-29,2018-01-01,AD072/18,"


 SPOT EN RADIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD072-18.PDF,,213150.00,213150.00,2018-01-01,2018-06-30,999,https://www.sindicatura.mx/publicidad-abierta/data/facturas/85_IMAGEN_RADIO_COMERCIAL.PDF
198-1-107-29,2018-01-01,AD072/18,"


 SPOT EN RADIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD072-18.PDF,,267150.00,267150.00,2018-01-01,2018-06-30,1001,https://www.sindicatura.mx/publicidad-abierta/data/facturas/86_IMAGEN_RADIO_COMERCIAL.PDF
199-1-175-52,2018-01-01,AD073/18,"


SPOT EN RADIO 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-18.PDF,,305735.98,305735.98,2018-01-01,2020-06-30,"MYA 61592",https://www.sindicatura.mx/publicidad-abierta/data/facturas/87_MULTIMEDIOS.PDF
20-1-169-14,2019-03-15,AD102/19,"Servicio de publicidad en espacio ecológico.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_102-19.PDF,,500000.00,500000.00,2019-03-15,2019-06-30,169,https://www.sindicatura.mx/publicidad-abierta/data/facturas/58-AA_PRINT_S.A._DE_C.V..PDF
200-1-175-52,2018-01-01,AD073/18,"


SPOT EN RADIO 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-18.PDF,,491619.60,491619.60,2018-01-01,2020-06-30,"MYA 61589",https://www.sindicatura.mx/publicidad-abierta/data/facturas/88_MULTIMEDIOS.PDF
201-1-176-60,2018-01-01,AD074/18,"SPOT EN RADIO ",,,18000.00,18000.00,2018-01-01,2018-06-30,B11,
202-1-175-52,2018-01-01,AD073/18,"


SPOT EN RADIO 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-18.PDF,,402453.30,402453.30,2018-01-01,2020-06-30,"MYA 61590",https://www.sindicatura.mx/publicidad-abierta/data/facturas/89_MULTIMEDIOS.PDF
203-1-176-60,2018-01-01,AD074/18,"SPOT EN RADIO ",,,18000.00,18000.00,2018-01-01,2018-06-30,B10,https://www.sindicatura.mx/publicidad-abierta/data/facturas/91_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF
204-1-176-60,2018-01-01,AD074/18,"SPOT EN RADIO ",,,18960.00,18960.00,2018-01-01,2018-06-30,B12,https://www.sindicatura.mx/publicidad-abierta/data/facturas/92_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF
205-1-177-59,2018-01-01,AD075/18,"


PUBLICIDAD EN ESPACIO  ECOLOGICOS 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD075-18.PDF,,112000.00,112000.00,2018-01-01,2018-06-30,-191,https://www.sindicatura.mx/publicidad-abierta/data/facturas/93_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF
206-1-177-59,2018-01-01,AD075/18,"PUBLICIDAD EN ESPACIO  ECOLOGICOS ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD075-18.PDF,,140000.00,140000.00,2018-01-01,2018-06-30,-192,https://www.sindicatura.mx/publicidad-abierta/data/facturas/94_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF
207-1-177-59,2018-01-01,AD075/18,"


PUBLICIDAD EN ESPACIO  ECOLOGICOS 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD075-18.PDF,,84000.00,84000.00,2018-01-01,2018-06-30,-193,https://www.sindicatura.mx/publicidad-abierta/data/facturas/95_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF
208-1-178-23,2018-01-01,AD076/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD076-18.PDF,,25000.00,25000.00,2018-01-01,2018-06-30,200,https://www.sindicatura.mx/publicidad-abierta/data/facturas/96_FENIX_COMUNICACIONES.PDF
209-1-178-23,2018-01-01,AD076/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD076-18.PDF,,50000.00,50000.00,2018-01-01,2018-06-30,199,https://www.sindicatura.mx/publicidad-abierta/data/facturas/97_FENIX_COMUNICACIONES.PDF
21-1-170-31,2019-03-15,AD103/19,"Spot publicidad en television via spot avisos  y anuncios oficiales.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_103-19.PDF,,1113600.00,1113600.00,2019-03-15,2019-06-30,"CAB - 14",https://www.sindicatura.mx/publicidad-abierta/data/facturas/59-CABAFAM_S.A._DE_C.V..PDF
210-1-178-23,2018-01-01,AD076/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD076-18.PDF,,25000.00,25000.00,2018-01-01,2018-06-30,198,https://www.sindicatura.mx/publicidad-abierta/data/facturas/98_FENIX_COMUNICACIONES.PDF
211-1-179-49,2018-01-01,AD077/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD077-18.PDF,,63200.00,63200.00,2018-01-01,2018-06-30,183,https://www.sindicatura.mx/publicidad-abierta/data/facturas/99_MARIA_ANDREA_MEDINA_MONTELONGO.PDF
212-1-179-49,2018-01-01,AD077/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD077-18.PDF,,47400.00,47400.00,2018-01-01,2018-06-30,184,https://www.sindicatura.mx/publicidad-abierta/data/facturas/100_MARIA_ANDREA_MEDINA_MONTELONGO.PDF
213-1-179-49,2018-01-01,AD077/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD077-18.PDF,,63200.00,63200.00,2018-01-01,2018-06-30,186,https://www.sindicatura.mx/publicidad-abierta/data/facturas/101_MARIA_ANDREA_MEDINA_MONTELONGO.PDF
214-1-180-18,2018-01-01,AD078/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD078-18.PDF,,14450.00,14450.00,2018-01-01,2018-06-30,8152,https://www.sindicatura.mx/publicidad-abierta/data/facturas/102_ALEJANDRA_JUAREZ_PADILLA.PDF
215-1-180-18,2018-01-01,AD078/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD078-18.PDF,,28900.00,28900.00,2018-01-01,2018-06-30,05DF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/103_ALEJANDRA_JUAREZ_PADILLA.PDF
216-1-180-18,2018-01-01,AD078/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD078-18.PDF,,14450.00,14450.00,2018-01-01,2018-06-30,EDAA,https://www.sindicatura.mx/publicidad-abierta/data/facturas/104_ALEJANDRA_JUAREZ_PADILLA_1.PDF
217-1-181-63,2018-01-01,AD111/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO



 ",,,79800.00,79800.00,2018-01-01,2018-06-30,26,https://www.sindicatura.mx/publicidad-abierta/data/facturas/105_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF
218-1-181-63,2018-01-01,AD111/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",,,69800.01,69800.01,2018-01-01,2018-06-30,-25,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f1b296aca044_106_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF
219-1-181-63,2018-01-01,AD111/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",,,49800.01,49800.01,2018-01-01,2018-06-30,-24,https://www.sindicatura.mx/publicidad-abierta/data/facturas/107_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF
22-1-170-31,2019-03-15,AD103/19,"Spot publicidad en television via spot avisos  y anuncios oficiales.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_103-19.PDF,,485460.00,485460.00,2019-03-15,2019-06-30,"CAB - 17",https://www.sindicatura.mx/publicidad-abierta/data/facturas/60-CABAFAM_S.A._DE_C.V..PDF
220-1-182-35,2018-01-01,AD114/18,"


INSERCIONES EDITORIALES EN PRENSA ESCRITA DEL HERALDO DE CHIHUAHUA



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0ce19f942e7_AD114-18.PDF,,2219352.58,2219352.58,2018-01-01,2018-06-30,AXAB0000204722,https://www.sindicatura.mx/publicidad-abierta/data/facturas/108_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF
221-1-183-68,2018-01-01,AD115/18,"


INSERCIONES DE MEDIOS IMPRESOS 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,74999.95,74999.95,2018-01-01,2018-06-30,"FEC - 1696",https://www.sindicatura.mx/publicidad-abierta/data/facturas/109_ROGER_SISTEMAS_EXTERIORES.PDF
221-1-183-68,2018-01-01,AD115/18,"


RENTA DE ESPACIOS PUBLICITARIO 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,36000.00,36000.00,2018-01-01,2018-06-30,"FEC - 1696",https://www.sindicatura.mx/publicidad-abierta/data/facturas/109_ROGER_SISTEMAS_EXTERIORES.PDF
221-1-183-68,2018-01-01,AD115/18,"


INSERCION DE MEDIO IMPRESOS 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,84000.00,84000.00,2018-01-01,2018-06-30,"FEC - 1696",https://www.sindicatura.mx/publicidad-abierta/data/facturas/109_ROGER_SISTEMAS_EXTERIORES.PDF
223-1-24-30,2018-01-01,AD010/18,"Banner con link ala pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0752cb956e5_AD010-18.PDF,,116000.00,116000.00,2018-01-01,2018-06-30,A656,https://www.sindicatura.mx/publicidad-abierta/data/facturas/3_IMPRENTA_SIGLO_XXV.PDF
224-1-24-30,2018-01-01,AD010/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0752cb956e5_AD010-18.PDF,,232000.00,232000.00,2018-01-01,2018-06-30,A660,https://www.sindicatura.mx/publicidad-abierta/data/facturas/4_IMPRENTA_SIGLO_XXV.PDF
225-1-55-71,2018-01-01,AD035/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0819cd069e9_AD035-18.PDF,,246500.00,246500.00,2018-01-01,2018-06-30,2,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF
225-1-55-71,2018-01-01,AD035/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0819cd069e9_AD035-18.PDF,,391500.00,391500.00,2018-01-01,2018-06-30,2,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF
226-1-55-71,2018-01-01,AD035/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/5f0819cd069e9_AD035-18.PDF,,630750.00,630750.00,2018-01-01,2018-06-30,01,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f1e2d64284a1_6_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF
227-1-74-32,2018-01-01,AD036/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD036-18.PDF,,49999.99,49999.99,2018-01-01,2018-06-30,41CF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/7_GLORIA_IVETH_PORRAS_LOYA.PDF
228-1-74-32,2018-01-01,AD036/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD036-18.PDF,,49999.99,49999.99,2018-01-01,2018-06-30,A64E,https://www.sindicatura.mx/publicidad-abierta/data/facturas/8_GLORIA_IVETH_PORRAS_LOYA.PDF
229-1-74-32,2018-01-01,AD036/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD036-18.PDF,,25000.00,25000.00,2018-01-01,2018-06-30,53CC,https://www.sindicatura.mx/publicidad-abierta/data/facturas/9_GLORIA_IVETH_PORRAS_LOYA.PDF
23-1-171-13,2019-03-15,AD104/19,"Servicio de publicidad en mega pantalla. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_104-19.PDF,,96000.00,96000.00,2019-03-15,2019-06-30,304,https://www.sindicatura.mx/publicidad-abierta/data/facturas/61-EL_PUEBLO_FAMILIAR_S.A._DE_C.V..PDF
230-1-83-65,2018-01-01,AD038/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD038-18.PDF,,24000.00,24000.00,2018-01-01,2018-06-30,DCFF,https://www.sindicatura.mx/publicidad-abierta/data/facturas/13_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF
231-1-83-65,2018-01-01,AD038/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD038-18.PDF,,24000.00,24000.00,2018-01-01,2018-06-30,3899,https://www.sindicatura.mx/publicidad-abierta/data/facturas/14_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF
232-1-83-65,2018-01-01,AD038/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD038-18.PDF,,12000.00,12000.00,2018-01-01,2018-06-30,66CA,https://www.sindicatura.mx/publicidad-abierta/data/facturas/15_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF
233-1-84-62,2018-01-01,AD039/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD039-18.PDF,,41664.00,41664.00,2018-01-01,2020-06-30,4E5E,https://www.sindicatura.mx/publicidad-abierta/data/facturas/16_ROGELIO_GUTIERREZ_ACOSTA.PDF
234-1-84-62,2018-01-01,AD039/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD039-18.PDF,,41664.00,41664.00,2018-01-01,2020-06-30,296A,https://www.sindicatura.mx/publicidad-abierta/data/facturas/17_ROGELIO_GUTIERREZ_ACOSTA.PDF
235-1-84-62,2018-01-01,AD039/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD039-18.PDF,,41664.00,41664.00,2018-01-01,2020-06-30,A843,https://www.sindicatura.mx/publicidad-abierta/data/facturas/18_ROGELIO_GUTIERREZ_ACOSTA.PDF
