#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
36,"Adjudicación directa","Tv Azteca, S.A.B. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD197/19,"Publicidad televisión 
 ","Servicio de publicidad en televisión a través de la programación del ""Tv Azteca"", via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 2,400,000.00",$0.00,"$ 2,400,000.00","$ 2,400,000.00",AD_197-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
37,"Adjudicación directa",www.lajiribilla.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD204/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.lajiribilla.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 180,000.00",$0.00,"$ 180,000.00","$ 180,000.00",AD_204-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
38,"Adjudicación directa","Nora Angélica de la Rosa Martínez",2018,enero-marzo,Chihuahua,Chihuahua,AD034/2018,"Servicios diversos de comunicación ","Servicio de Monitoreo profesional de medios y elaboración de síntesis informativa en modo digital para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 122,400.00",$0.00,"$ 122,400.00","$ 122,400.00",AD034-18.PDF,Chihuahua,06.07.2020,2018,06.06.2020,,Activo
39,"Adjudicación directa",elresumen.net,2019,julio-septiembre,Chihuahua,Chihuahua,AD205/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.elresumen.net, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 72,000.00",$0.00,"$ 72,000.00","$ 72,000.00",AD_205-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
40,"Adjudicación directa",alcontacto.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD207/19,"Públicidad medios digitales 
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.alcontacto.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 240,000.00",$0.00,"$ 240,000.00","$ 239,999.89",AD_207-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
41,"Adjudicación directa","Unidad Corporativa de Televisión, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD035/18,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo en el transcurso del año 2018, con el fin de armonizar la correcta difusión hacia la ciudadania acerca del trabajo así como de los servidores públicos del ayuntamiento, o de cualquier otra actividad de la presidencia municipal, según se requiera por medio de la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 1,587,750.00",$0.00,"$ 1,587,750.00","$ 1,268,750.00",5f0819cd069e9_AD035-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
42,"Adjudicación directa",WWW.ADRIANARUIZ.COM.MX,2019,julio-septiembre,Chihuahua,Chihuahua,AD208/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.adrianaruiz.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 200,000.00",$0.00,"$ 200,000.00","$ 200,000.00",AD_208-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
43,"Adjudicación directa",WWW.PAUSA.MX,2019,julio-septiembre,Chihuahua,Chihuahua,AD211/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.pausa.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 86,400.00",$0.00,"$ 86,400.00","$ 86,399.99",AD_211-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
44,"Adjudicación directa",www.noticiaschihuahua.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD213/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.noticiaschihuahua.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 360,000.00",$0.00,"$ 360,000.00","$ 288,000.00",AD_213-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
45,"Adjudicación directa",alinstante.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD215/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.alinstante.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 334,080.00",$0.00,"$ 334,080.00","$ 0.00",AD_215-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
46,"Adjudicación directa","Periodismo Referente, S. de R.L. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD037/18,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.referente.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 325,000.00",$0.00,"$ 325,000.00","$ 324,980.00",5f081c521ebf4_AD037-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
47,"Adjudicación directa",www.todoespolitica.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD216/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.todoespolitica.com.mx, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 334,080.00",$0.00,"$ 334,080.00","$ 0.00",AD_216-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
48,"Adjudicación directa","NN NUESTRAS NOTICIAS",2019,julio-septiembre,Chihuahua,Chihuahua,AD225/19,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""NN Nuestras Noticias"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 271,530.00",$0.00,"$ 271,530.00","$ 248,122.23",AD_225-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
49,"Adjudicación directa","Analistas del Florido, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD040/18,"Publicidad medios digitales","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.lavisiondechihuahua.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 150,000.00",$0.00,"$ 150,000.00","$ 149,994.00",AD040-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
50,"Adjudicación directa","ASERTO RADIO",2019,julio-septiembre,Chihuahua,Chihuahua,AD228/19,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""Aserto"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 150,310.00",$0.00,"$ 150,310.00","$ 150,278.05",AD_228-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
51,"Adjudicación directa","Jessica Arely Medina Valerio",2018,enero-marzo,Chihuahua,Chihuahua,AD042/18,"Publicidad exterior ","Servicio de publicidad en Mega Pantalla, ubicada en calle Libertad esquina con Vicente Guerrero, Colonia Centro, para la correcta comunicación del Gobierno Municipal ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 199,500.00",$0.00,"$ 199,500.00","$ 198,000.00",AD042-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
52,"Adjudicación directa","Programa CONTRASTE",2019,julio-septiembre,Chihuahua,Chihuahua,AD221/19,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""Contraste"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 168,000.00",$0.00,"$ 168,000.00","$ 167,997.12",AD_221-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
53,"Adjudicación directa","Televisora de Occidente, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD048/18,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo en el transcurso del año 2018, con el fin de armonizar la correcta difusión hacia la ciudadania acerca del trabajo así como de los servidores públicos del ayuntamiento, o de cualquier otra actividad de la presidencia municipal, según se requiera por medio de la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 2,320,000.00",$0.00,"$ 2,320,000.00","$ 2,319,420.00",AD048-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
54,"Adjudicación directa","Comunicación Futura, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD050/18,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, dentro del programa Lobo Tv, cosmocable, y canal 71, de la programación IZZZI, solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 199,500.00",$0.00,"$ 199,500.00","$ 199,199.37",AD050-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
55,"Adjudicación directa",www.atlasenlinea.com,2019,julio-septiembre,Chihuahua,Chihuahua,AD219/19,"Publicidad medios digitales
 ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.atlasenlinea.com, para la correcta comunicación del Gobierno Municipal.
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 180,000.00",$0.00,"$ 180,000.00","$ 180,000.00",AD_219-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
56,"Adjudicación directa","""No le cambie""",2019,julio-septiembre,Chihuahua,Chihuahua,AD227/19,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""No le cambie"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 598,716.00",$0.00,"$ 598,716.00","$ 598,716.00",AD_227-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
57,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2018,enero-marzo,Chihuahua,Chihuahua,AD055/18,"Publicidad radiofonica","Servicio de publicidad en radio a través del Programa ""palabra viva"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 199,752.00",$0.00,"$ 199,752.00","$ 177,470.00",AD055-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
58,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2018,enero-marzo,Chihuahua,Chihuahua,AD058/18,"Publicidad impresa"," Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos,
Contratación de Servicios y Obra Pública del Estado de Chihuahua, Art. 102, A, F.XI Se trate de servicios profesionales ",01.01.2018,01.01.2018,30.06.2018,"$ 350,900.00",$0.00,"$ 350,900.00","$ 350,683.33",AD058-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
59,"Adjudicación directa","TREINTA Y UNO MAS UNO SC",2019,julio-septiembre,Chihuahua,Chihuahua,AD218/19,"Publicidad medios digitales
 ","Servicio de publicidad en diversas plataformas digitales, para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 900,000.00",$0.00,"$ 900,000.00","$ 0.00",AD_218-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
